location_id,name,web_url,rating,num_reviews,ranking_string,latitude,longitude,address,city,state,country,phone,website,price_level,seed_place,seed_geo_id
26926818,Emirates Desert Adventure,https://www.tripadvisor.com/Attraction_Review-g295424-d26926818-Reviews-Emirates_Desert_Adventure-Dubai_Emirate_of_Dubai.html?m=66827,,0,,25.274548,55.36086,"Samhan Building - Office No 201B - Garhoud, Dubai 00000 United Arab Emirates",Dubai,Emirate of Dubai,United Arab Emirates,+971 55 122 5549,https://emiratesdesertadventure.com/,,"Dubai, UAE",295424
23637227,Dubai Dune Buggy,https://www.tripadvisor.com/Attraction_Review-g295424-d23637227-Reviews-Dubai_Dune_Buggy-Dubai_Emirate_of_Dubai.html?m=66827,,0,,25.27492,55.3652,"Al Nahda 2, Pond Park, Dubai Al shafar 4 Building, Office 901, Dubai 042 United Arab Emirates",Dubai,Emirate of Dubai,United Arab Emirates,+971 50 283 8387,http://dubaidunebuggy.com/,,"Dubai, UAE",295424
19418798,Osman,https://www.tripadvisor.com/Attraction_Review-g295424-d19418798-Reviews-Osman-Dubai_Emirate_of_Dubai.html?m=66827,5.0,4,,25.27492,55.3652,"Al nahda, dubai 209 Al Marjan Tower, Dubai 0000 United Arab Emirates",Dubai,Emirate of Dubai,United Arab Emirates,+971 58 189 9699,https://dubaitourntravels.com/,,"Dubai, UAE",295424
19260220,Meet The Locals,https://www.tripadvisor.com/Attraction_Review-g295424-d19260220-Reviews-Meet_The_Locals-Dubai_Emirate_of_Dubai.html?m=66827,,0,,25.275,55.3676,"Al Qusais, Villa 26, Dubai 0000 United Arab Emirates",Dubai,Emirate of Dubai,United Arab Emirates,+971 50 920 9247,https://meetthelocalsuae.com/,,"Dubai, UAE",295424
23879591,Footlab Dubai,https://www.tripadvisor.com/Attraction_Review-g295424-d23879591-Reviews-Footlab_Dubai-Dubai_Emirate_of_Dubai.html?m=66827,,0,,25.274548,55.36086,"Isd - Dubai Sports City, Dubai United Arab Emirates",Dubai,Emirate of Dubai,United Arab Emirates,+971 55 997 4878,http://footlabworld.com/en/footlab/dubai,,"Dubai, UAE",295424
23960957,Bikeon,https://www.tripadvisor.com/Attraction_Review-g295424-d23960957-Reviews-Bikeon-Dubai_Emirate_of_Dubai.html?m=66827,5.0,1,,25.274548,55.36086,"Nad Al Sheba, Dubai United Arab Emirates",Dubai,Emirate of Dubai,United Arab Emirates,,,,"Dubai, UAE",295424
26346696,Truth yoga,https://www.tripadvisor.com/Attraction_Review-g295424-d26346696-Reviews-Truth_yoga-Dubai_Emirate_of_Dubai.html?m=66827,5.0,14,,25.274548,55.36086,"Jumeirah beach road Sunset mall, level 2, Dubai United Arab Emirates",Dubai,Emirate of Dubai,United Arab Emirates,,,,"Dubai, UAE",295424
26501691,Dubai International Financial Centre,https://www.tripadvisor.com/Attraction_Review-g295424-d26501691-Reviews-Dubai_International_Financial_Centre-Dubai_Emirate_of_Dubai.html?m=66827,5.0,1,,25.274548,55.36086,"Sheikh Zayed Rd - Trade Centre - DIFC, Dubai United Arab Emirates",Dubai,Emirate of Dubai,United Arab Emirates,,,,"Dubai, UAE",295424
26193218,Dubai Mall Chinatown,https://www.tripadvisor.com/Attraction_Review-g295424-d26193218-Reviews-Dubai_Mall_Chinatown-Dubai_Emirate_of_Dubai.html?m=66827,4.7,14,,25.274548,55.36086,"Dubai Mall, Downtown Dubai, Dubai United Arab Emirates",Dubai,Emirate of Dubai,United Arab Emirates,+971 800 382246255,https://www.facebook.com/TheDubaiMall,,"Dubai, UAE",295424
24087502,Central Paddle Dubai,https://www.tripadvisor.com/Attraction_Review-g295424-d24087502-Reviews-Central_Paddle_Dubai-Dubai_Emirate_of_Dubai.html?m=66827,,0,,25.274548,55.36086,"Al Quoz 14 11a Street Ai Quoz Industrial Area 3 - Dubai, Dubai Na United Arab Emirates",Dubai,Emirate of Dubai,United Arab Emirates,+971 54 706 4955,http://www.centralpadel.ae/,,"Dubai, UAE",295424
1947717,Palace Cycling,https://www.tripadvisor.com/Attraction_Review-g14129528-d1947717-Reviews-Palace_Cycling-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,4.0,15,,35.679367,139.75958,"2, Marunouchi, Chiyoda 100-0005 Tokyo Prefecture",Marunouchi,Tokyo Prefecture,Japan,+81 3-5572-6412,http://www.jbpi.or.jp/palace.php,,"Tokyo, Japan",298184
10781857,Meiji Seimeikan,https://www.tripadvisor.com/Attraction_Review-g14129528-d10781857-Reviews-Meiji_Seimeikan-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,4.2,44,,35.679035,139.76135,"2-1-1, Marunouchi, Chiyoda 100-0005 Tokyo Prefecture",Marunouchi,Tokyo Prefecture,Japan,+81 3-3283-9252,http://www.meijiyasuda.co.jp/meiji_seimeikan/index.html,,"Tokyo, Japan",298184
26551538,Remains of Wadakuramon Gate Guardhouse,https://www.tripadvisor.com/Attraction_Review-g1066443-d26551538-Reviews-Remains_of_Wadakuramon_Gate_Guardhouse-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,3.0,1,,35.683426,139.76042,"3 Kokyogaien, Chiyoda 100-0002 Tokyo Prefecture",Chiyoda,Tokyo Prefecture,Japan,,,,"Tokyo, Japan",298184
26551537,Crown Prince Marriage Monument,https://www.tripadvisor.com/Attraction_Review-g1066443-d26551537-Reviews-Crown_Prince_Marriage_Monument-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,3.0,1,,35.683426,139.76042,"3 Kokyogaien, Chiyoda 100-0002 Tokyo Prefecture",Chiyoda,Tokyo Prefecture,Japan,,,,"Tokyo, Japan",298184
1373711,Wadakura Fountain Park,https://www.tripadvisor.com/Attraction_Review-g1066443-d1373711-Reviews-Wadakura_Fountain_Park-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,3.9,219,,35.683342,139.76079,"3-1 Kokyogaien, Chiyoda 100-0002 Tokyo Prefecture",Chiyoda,Tokyo Prefecture,Japan,+81 3-3213-0095,http://www.env.go.jp/garden/kokyogaien/1_intro/his_07.html,,"Tokyo, Japan",298184
17424115,Kikyo Gate,https://www.tripadvisor.com/Attraction_Review-g1066443-d17424115-Reviews-Kikyo_Gate-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,3.8,6,,35.683926,139.75835,"1 Chiyoda, Chiyoda 100-0001 Tokyo Prefecture",Chiyoda,Tokyo Prefecture,Japan,,,,"Tokyo, Japan",298184
17424111,Sakashita Gate,https://www.tripadvisor.com/Attraction_Review-g1066443-d17424111-Reviews-Sakashita_Gate-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,3.6,8,,35.682804,139.75569,"1 Chiyoda, Chiyoda 100-0001 Tokyo Prefecture",Chiyoda,Tokyo Prefecture,Japan,,,,"Tokyo, Japan",298184
8066135,Kusunoki Masashige Statue,https://www.tripadvisor.com/Attraction_Review-g1066443-d8066135-Reviews-Kusunoki_Masashige_Statue-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,3.8,155,,35.677967,139.7584,"1-1 Kokyo Gaien, Chiyoda 100-0002 Tokyo Prefecture",Chiyoda,Tokyo Prefecture,Japan,,http://visit-chiyoda.tokyo,,"Tokyo, Japan",298184
12072587,Tokyo Free Guide,https://www.tripadvisor.com/Attraction_Review-g1066457-d12072587-Reviews-Tokyo_Free_Guide-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,5.0,334,,35.67789,139.75856,Shinjuku Tokyo Prefecture,Shinjuku,Tokyo Prefecture,Japan,,http://www.tokyofreeguide.org/eng/,,"Tokyo, Japan",298184
13993845,Chidorigafuchi Promenade,https://www.tripadvisor.com/Attraction_Review-g1066443-d13993845-Reviews-Chidorigafuchi_Promenade-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,4.2,14,,35.677868,139.75552,"1-1 Koykogaien, Chiyoda 100-0002 Tokyo Prefecture",Chiyoda,Tokyo Prefecture,Japan,+81 3-3213-0095,https://www.env.go.jp/garden/kokyogaien/news/2015/06/post_60.html,,"Tokyo, Japan",298184
26442904,Scenic Hill,https://www.tripadvisor.com/Attraction_Review-g294217-d26442904-Reviews-Scenic_Hill-Hong_Kong.html?m=66827,4.0,1,,22.308393,113.923904,"Chek Lap Kok,, Hong Kong China",Hong Kong,,China,,,,Hong Kong,7917565
624841,Ngong Ping 360,https://www.tripadvisor.com/Attraction_Review-g294217-d624841-Reviews-Ngong_Ping_360-Hong_Kong.html?m=66827,4.2,7810,,22.290277,113.93866,"11 Tat Tung Road Tung Chung, Lantau Island, Hong Kong China",Hong Kong,,China,+852 3666 0606,http://www.np360.com.hk/,,Hong Kong,7917565
15289536,Hong Kong-Zhuhai-Macao Bridge,https://www.tripadvisor.com/Attraction_Review-g294217-d15289536-Reviews-Hong_Kong_Zhuhai_Macao_Bridge-Hong_Kong.html?m=66827,4.2,165,,22.28868,113.89754,Hong Kong China,Hong Kong,,China,+852 2860 6144,http://www.hzmb.gov.hk,,Hong Kong,7917565
11759541,Eardley Flower by Chisa,https://www.tripadvisor.com/Attraction_Review-g294217-d11759541-Reviews-Eardley_Flower_by_Chisa-Hong_Kong.html?m=66827,,0,,22.291523,113.94356,"Tung Chung, Hong Kong China",Hong Kong,,China,+852 9386 2342,http://www.flowerbychisa.com,,Hong Kong,7917565
2008060,Citygate Outlets,https://www.tripadvisor.com/Attraction_Review-g294217-d2008060-Reviews-Citygate_Outlets-Hong_Kong.html?m=66827,3.5,1025,,22.289454,113.94101,"20 Tat Tung Road, Tung Chung, Lantau, Hong Kong China",Hong Kong,,China,+852 2109 2933,http://www.citygateoutlets.com.hk,,Hong Kong,7917565
10519569,Fu Tung Plaza,https://www.tripadvisor.com/Attraction_Review-g294217-d10519569-Reviews-Fu_Tung_Plaza-Hong_Kong.html?m=66827,3.6,19,,22.288471,113.94229,"No.6 Fu Tung Road, Tung Chung, Hong Kong 999077 China",Hong Kong,,China,+852 3977 4682,http://www.linkhk.com/tc/shopCentre/ftgxc2,,Hong Kong,7917565
26709676,Goods of Desire - Hong Kong International Airport 2,https://www.tripadvisor.com/Attraction_Review-g294217-d26709676-Reviews-Goods_of_Desire_Hong_Kong_International_Airport_2-Hong_Kong.html?m=66827,4.0,1,,22.312965,113.92707,"Shop 6W506, West Hall, Restricted Area (near gate no. 60), Hong Kong International Airport, Lantau, Hong Kong, Hong Kong China",Hong Kong,,China,+852 2323 9233,,,Hong Kong,7917565
25161890,Tea WG Boutique at Hong Kong International Airport,https://www.tripadvisor.com/Attraction_Review-g294217-d25161890-Reviews-Tea_WG_Boutique_at_Hong_Kong_International_Airport-Hong_Kong.html?m=66827,,0,,22.314861,113.933945,"Shop 6E167A, After Departures, East Hall, Departures Level , Terminal 1, Chek Lap Kok Hong Kong International Airport, Hong Kong China",Hong Kong,,China,+852 2638 8633,https://teawg.com/international-airport.html,,Hong Kong,7917565
25180775,Chase Sapphire Lounge,https://www.tripadvisor.com/Attraction_Review-g294217-d25180775-Reviews-Chase_Sapphire_Lounge-Hong_Kong.html?m=66827,4.1,28,,22.314972,113.934006,"Hong Kong International Airport Terminal 1, Near Gate 40, Hong Kong China",Hong Kong,,China,+852 2123 1483,https://www.prioritypass.com/en/lounges/hong-kong-sar/hong-kong-chek-lap-kok-intl/hkg13-chase-sapphire-lounge-by-the-club,,Hong Kong,7917565
26709655,Goods of Desire - Hong Kong International Airport 1,https://www.tripadvisor.com/Attraction_Review-g294217-d26709655-Reviews-Goods_of_Desire_Hong_Kong_International_Airport_1-Hong_Kong.html?m=66827,,0,,22.314972,113.934006,"Shop 6S505, Restricted Area in Terminal 1 (near gate no. 2), Hong Kong International Airport, Lantau, Hong Kong, Hong Kong China",Hong Kong,,China,+852 2698 8629,,,Hong Kong,7917565
32978150,Cue 8 Billiards,https://www.tripadvisor.com/Attraction_Review-g294265-d32978150-Reviews-Cue_8_Billiards-Singapore.html?m=66827,,0,,1.289149,103.84671,"6 Eu Tong Sen Street #04-85 Clarke Quay Central, Singapore 059817 Singapore",Singapore,,Singapore,+65 6322 7857,https://www.facebook.com/cue8billiards,,Singapore,2146391
2344540,GX-5 Extreme Swing,https://www.tripadvisor.com/Attraction_Review-g294265-d2344540-Reviews-GX_5_Extreme_Swing-Singapore.html?m=66827,4.3,46,,1.290391,103.84703,"3E River Valley Road Block E Clarke Quay, Singapore 179024 Singapore",Singapore,,Singapore,+65 9755 3310,https://slingshot.sg/gx5-extreme-swing/,,Singapore,2146391
13007753,The Joy Of Toys,https://www.tripadvisor.com/Attraction_Review-g294265-d13007753-Reviews-The_Joy_Of_Toys-Singapore.html?m=66827,4.5,13,,1.289171,103.84688,"6 Eu Tong Sen Street The Central #03-51 Clarke Quay Central, Singapore 059817 Singapore",Singapore,,Singapore,+65 9007 4679,http://joyoftoys.com.sg,,Singapore,2146391
25394979,Queen Ginya,https://www.tripadvisor.com/Attraction_Review-g294265-d25394979-Reviews-Queen_Ginya-Singapore.html?m=66827,,0,,1.289146,103.84672,"6 Eu Tong Sen St, The Central, Floor 4 Unit 75 The Central, Singapore 059817 Singapore",Singapore,,Singapore,+65 6225 6900,https://www.queenginya.com,,Singapore,2146391
26612200,The Face Place,https://www.tripadvisor.com/Attraction_Review-g294265-d26612200-Reviews-The_Face_Place-Singapore.html?m=66827,5.0,4,,1.289114,103.846664,"The Central,8 Eu Tong Sen Street Right above Clarke Quay MRT station, Singapore 059817 Singapore",Singapore,,Singapore,+65 8233 1723,http://thefaceplacesg.com,,Singapore,2146391
1892446,Clarke Quay Central,https://www.tripadvisor.com/Attraction_Review-g294265-d1892446-Reviews-Clarke_Quay_Central-Singapore.html?m=66827,3.9,174,,1.289095,103.84658,"6 Eu Tong Sen Street The Central, Singapore 059817 Singapore",Singapore,,Singapore,+65 6532 9922,http://www.thecentral.com.sg,,Singapore,2146391
28249102,Cocktail Office,https://www.tripadvisor.com/Attraction_Review-g294265-d28249102-Reviews-Cocktail_Office-Singapore.html?m=66827,,0,,1.289054,103.84701,"The Central @ Clarke Quay Soho 1 #12-04, Singapore 059817 Singapore",Singapore,,Singapore,+65 8779 4569,https://www.facebook.com/people/Cocktail-Office/100092607656831/,,Singapore,2146391
9459120,East Silk Palace,https://www.tripadvisor.com/Attraction_Review-g294265-d9459120-Reviews-East_Silk_Palace-Singapore.html?m=66827,,0,,1.28888,103.84697,"6 Eu Tong Sen Street #01-41 the Central, Singapore 059817 Singapore",Singapore,,Singapore,+65 9072 1860,http://applesports.shop/pages/about-us,,Singapore,2146391
941492,GX5 Extreme Swing,https://www.tripadvisor.com/Attraction_Review-g294265-d941492-Reviews-GX5_Extreme_Swing-Singapore.html?m=66827,4.3,158,,1.290248,103.84704,"3E River Valley Road Clarke Quay, Singapore 179019 Singapore",Singapore,,Singapore,+65 9755 3310,https://slingshot.sg/,,Singapore,2146391
2341761,MCI and MCCY Building,https://www.tripadvisor.com/Attraction_Review-g294265-d2341761-Reviews-MCI_and_MCCY_Building-Singapore.html?m=66827,3.9,40,,1.290567,103.84817,"140 Hill Street Old Hill Street Police Station, Singapore 179369 Singapore",Singapore,,Singapore,,http://www.yoursingapore.com/content/traveller/en/browse/see-and-do/arts-and-entertainment/architecture/mica-building.html?TAHotelCode=70,,Singapore,2146391
26224113,AME Home Care,https://www.tripadvisor.com/Attraction_Review-g303506-d26224113-Reviews-AME_Home_Care-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html?m=66827,,0,,-22.91301,-43.18954,"Rua Santa Clara 138 Copacabana, Rio de Janeiro, State of Rio de Janeiro Brazil",Rio de Janeiro,State of Rio de Janeiro,Brazil,,,,"Rio de Janeiro, Brazil",303506
24064493,Monumento A Masacre De Jacarezinho,https://www.tripadvisor.com/Attraction_Review-g303506-d24064493-Reviews-Monumento_A_Masacre_De_Jacarezinho-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html?m=66827,,0,,-22.91301,-43.18954,"Rua Rio de Janeiro Jacarezinho, Rio de Janeiro, State of Rio de Janeiro 21825-435 Brazil",Rio de Janeiro,State of Rio de Janeiro,Brazil,,,,"Rio de Janeiro, Brazil",303506
23959860,Produtos Do Bem,https://www.tripadvisor.com/Attraction_Review-g303506-d23959860-Reviews-Produtos_Do_Bem-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html?m=66827,,0,,-22.91301,-43.18954,"Aeroporto Santos Dumont 2 Piso, Rio de Janeiro, State of Rio de Janeiro Brazil",Rio de Janeiro,State of Rio de Janeiro,Brazil,,,,"Rio de Janeiro, Brazil",303506
24020134,Camarote Arpoador,https://www.tripadvisor.com/Attraction_Review-g303506-d24020134-Reviews-Camarote_Arpoador-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html?m=66827,1.0,1,,-22.91301,-43.18954,"Avenida Marques De Sapucai, Sambodramo Rj, Rio de Janeiro, State of Rio de Janeiro Brazil",Rio de Janeiro,State of Rio de Janeiro,Brazil,,,,"Rio de Janeiro, Brazil",303506
33302394,Insight Architecture,https://www.tripadvisor.com/Attraction_Review-g303506-d33302394-Reviews-Insight_Architecture-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html?m=66827,5.0,2,,-22.91301,-43.18954,"Rio de Janeiro, State of Rio de Janeiro Brazil",Rio de Janeiro,State of Rio de Janeiro,Brazil,,http://insight-architecture.com,,"Rio de Janeiro, Brazil",303506
27421950,Rebecca Miller Tour,https://www.tripadvisor.com/Attraction_Review-g303506-d27421950-Reviews-Rebecca_Miller_Tour-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html?m=66827,,0,,-22.91301,-43.18954,"Rio de Janeiro, State of Rio de Janeiro Brazil",Rio de Janeiro,State of Rio de Janeiro,Brazil,,https://www.instagram.com/rebeccamillertour?igsh=MWpjbWM4eWF4Zmxmaw%3D%3D,,"Rio de Janeiro, Brazil",303506
25243150,Fly Over,https://www.tripadvisor.com/Attraction_Review-g303506-d25243150-Reviews-Fly_Over-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html?m=66827,,0,,-22.91301,-43.18954,"Ave Ayrton Senna 2541 Rua D , Hangar 38, Rio de Janeiro, State of Rio de Janeiro 22775-002 Brazil",Rio de Janeiro,State of Rio de Janeiro,Brazil,+55 21 98383-4278,https://flyoverrj.com.br/,,"Rio de Janeiro, Brazil",303506
28153339,Guia de Turismo Renan Trips,https://www.tripadvisor.com/Attraction_Review-g303506-d28153339-Reviews-Guia_de_Turismo_Renan_Trips-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html?m=66827,5.0,2,,-22.91301,-43.18954,"Rio de Janeiro, State of Rio de Janeiro 22410-003 Brazil",Rio de Janeiro,State of Rio de Janeiro,Brazil,+5521990655853,http://linktr.ee/renantrips,,"Rio de Janeiro, Brazil",303506
33220802,Catharina EmanuelleTour Guide,https://www.tripadvisor.com/Attraction_Review-g303506-d33220802-Reviews-Catharina_EmanuelleTour_Guide-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html?m=66827,,0,,-22.91301,-43.18954,"Rio de Janeiro, State of Rio de Janeiro Brazil",Rio de Janeiro,State of Rio de Janeiro,Brazil,+5521993476493,https://www.instagram.com/catharinatourguide,,"Rio de Janeiro, Brazil",303506
26530272,Vivaz Tours,https://www.tripadvisor.com/Attraction_Review-g303506-d26530272-Reviews-Vivaz_Tours-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html?m=66827,,0,,-22.91301,-43.18954,"Rio de Janeiro, State of Rio de Janeiro Brazil",Rio de Janeiro,State of Rio de Janeiro,Brazil,+55 21 99400-1648,https://instagram.com/vivaz_tours?igshid=mzrlodbinwflza==,,"Rio de Janeiro, Brazil",303506
28323038,Tom And Folks,https://www.tripadvisor.com/Attraction_Review-g187147-d28323038-Reviews-Tom_And_Folks-Paris_Ile_de_France.html?m=66827,,0,,48.857086,2.349408,"4 Rue Saint-martin, 75004 Paris France",Paris,,France,,https://www.tomandfolks.com/,,"Paris, France",187147
27990758,Disneyland Paris Transfer,https://www.tripadvisor.com/Attraction_Review-g187147-d27990758-Reviews-Disneyland_Paris_Transfer-Paris_Ile_de_France.html?m=66827,,0,,48.857037,2.349401,Paris France,Paris,,France,+33 7 45 18 21 15,https://www.disneylandparistransfer.com,,"Paris, France",187147
26223410,Promenade Maurice Careme,https://www.tripadvisor.com/Attraction_Review-g187147-d26223410-Reviews-Promenade_Maurice_Careme-Paris_Ile_de_France.html?m=66827,5.0,1,,48.857037,2.349401,"Promenade Maurice Careme, 75004 Paris France",Paris,,France,,,,"Paris, France",187147
26262574,Quai De Conti,https://www.tripadvisor.com/Attraction_Review-g187147-d26262574-Reviews-Quai_De_Conti-Paris_Ile_de_France.html?m=66827,5.0,1,,48.857037,2.349401,"Quai De Conti, 75006 Paris France",Paris,,France,,,,"Paris, France",187147
25575209,Grandes Carrieres District,https://www.tripadvisor.com/Attraction_Review-g187147-d25575209-Reviews-Grandes_Carrieres_District-Paris_Ile_de_France.html?m=66827,5.0,1,,48.857037,2.349401,"Rue Des Abbesses, 75018 Paris France",Paris,,France,,,,"Paris, France",187147
26266831,Place Charles De Gaulle,https://www.tripadvisor.com/Attraction_Review-g187147-d26266831-Reviews-Place_Charles_De_Gaulle-Paris_Ile_de_France.html?m=66827,5.0,5,,48.857037,2.349401,"Place Charles de Gaulle, 92700 Paris France",Paris,,France,+33 1 47 60 80 48,https://www.facebook.com/130623240333491,,"Paris, France",187147
32989590,Citymove Paris,https://www.tripadvisor.com/Attraction_Review-g187147-d32989590-Reviews-Citymove_Paris-Paris_Ile_de_France.html?m=66827,,0,,48.857037,2.349401,Paris France,Paris,,France,,,,"Paris, France",187147
25374868,Sba Transfer,https://www.tripadvisor.com/Attraction_Review-g187147-d25374868-Reviews-Sba_Transfer-Paris_Ile_de_France.html?m=66827,5.0,4,,48.857037,2.349401,"49 bd Raspail, 75006 Paris France",Paris,,France,+33 6 60 54 11 60,https://en.sba-transfer.com/,,"Paris, France",187147
26128397,Place De L'Opera,https://www.tripadvisor.com/Attraction_Review-g187147-d26128397-Reviews-Place_De_L_Opera-Paris_Ile_de_France.html?m=66827,5.0,2,,48.857037,2.349401,"Place De L'Opera, 75009 Paris France",Paris,,France,,,,"Paris, France",187147
33345623,Undercover Paris,https://www.tripadvisor.com/Attraction_Review-g187147-d33345623-Reviews-Undercover_Paris-Paris_Ile_de_France.html?m=66827,,0,,48.857037,2.349401,Paris France,Paris,,France,+33 6 52 82 49 23,https://undercoverparis.com/,,"Paris, France",187147
25969602,Red fox tours,https://www.tripadvisor.com/Attraction_Review-g187497-d25969602-Reviews-Red_fox_tours-Barcelona_Catalonia.html?m=66827,5.0,2,,41.385597,2.169576,"C/ de Sant Pere Mes Alt, 57, 08003 Barcelona Spain",Barcelona,Province of Barcelona,Spain,+34 605 20 17 73,https://www.red-fox-tours.com/,,"Barcelona, Spain",187497
25215431,Casa Del Guarda,https://www.tripadvisor.com/Attraction_Review-g187497-d25215431-Reviews-Casa_Del_Guarda-Barcelona_Catalonia.html?m=66827,5.0,1,,41.385597,2.169576,"Carrer d'Olot, 08024 Barcelona Spain",Barcelona,Province of Barcelona,Spain,+34 932 85 68 36,https://www.barcelona.cat/museuhistoria/en/muhba-park-guell/49-casa-del-guarda-and-gaudis-architecture,,"Barcelona, Spain",187497
25556275,Farola Avinguda Gaudi,https://www.tripadvisor.com/Attraction_Review-g187497-d25556275-Reviews-Farola_Avinguda_Gaudi-Barcelona_Catalonia.html?m=66827,4.0,1,,41.385597,2.169576,"Avinguda de Gaudi, 08025 Barcelona Spain",Barcelona,Province of Barcelona,Spain,,,,"Barcelona, Spain",187497
